node1,node2,dist
Kotel’nich,Krasnokamensk,0.02113583082565882
Kotel’niki,Lyubertsy,0.0003967905146897
Kotel’nikovo,Tyoply Stan,0.008233217981858986
Kotlas,Koryazhma,0.00449383663318852
Kotlovka,Chistopol’,0.00807403308144725
Kotovo,Zhirnovsk,0.0068902338769613975
Kovdor,Polyarnyye Zori,0.013863297149043212
Kovrov,Vyazniki,0.008323323179553947
Kovylkino,Nizhniy Lomov,0.006297194434457218
Kozhukhovo,Udomlya,0.006458166538236975
Krasnoarmeysk,Zhirnovsk,0.01007225886242615
Krasnoarmeyskaya,Zimovniki,0.008786483781417815
Krasnodar,Yasenevo,0.001327101522117616
Krasnogorsk,Khimki,0.0011989217213549735
Krasnogvardeyskoye,Ostrogozhsk,0.007855396442366883
Krasnokamensk,Borzya,0.017100932161998487
Krasnokamsk,Nytva,0.00415337803118621
Krasnoobsk,Berdsk,0.002231769689556446
Krasnotur’insk,Serov,0.003928762819568324
Krasnoufimsk,Kungur,0.01273576234099462
Krasnoural’sk,Kushva,0.0028164632076201463
Krasnovishersk,Solikamsk,0.010337795953071
Krasnoyarsk,Divnogorsk,0.004656948110339668
Krasnoye Selo,Gorelovo,0.0006940168501691166
Krasnoznamensk,Aprelevka,0.0007235083735514754
Krasnyy Sulin,Zverevo,0.0014960725063467364
Kronshtadt,Sestroretsk,0.002092520966266293
Kropotkin,Tbilisskaya,0.0046265432491555715
Krymsk,Abinsk,0.002125910849096576
Kstovo,Lyskovo,0.008266486008487927
Kubinka,Setun’,0.0008855879219665689
Kudymkar,Vereshchagino,0.011814351107744477
Kukmor,Vyatskiye Polyany,0.001810480364352048
Kulebaki,Pavlovo,0.008348076902554003
Kulunda,Rubtsovsk,0.02684418590499977
Kumertau,Saraktash,0.012165854388728177
Kungur,Perm,0.009877819895650885
Kupino,Karasuk,0.010546585742846006
Kurchaloy,Avtury,0.001143823410530357
Kurgan,Tsaritsyno,0.0026820188469563913
Kurganinsk,Kropotkin,0.0047817682410875965
Kurovskoye,Likino-Dulevo,0.0015738701645591016
Kursk,Solntsevo,0.006955763463753296
Kurtamysh,Shumikha,0.0120277859248945
Kushva,Nizhniy Tagil,0.005080077757405471
Kuskovo,Tayga,0.007999376773047706
Kuvandyk,Mednogorsk,0.0025431521004890024
Kuybyshev,Novokuybyshevsk,0.001936036945549708
Kuznetsk,Barysh,0.008040200387844441
Kyakhta,Gusinoozyorsk,0.009731766678635843
Kyshtym,Ozersk,0.0017831362045653656
Kyzyl,Shushenskoye,0.032046282587708176
Labinsk,Kurganinsk,0.002731107557861357
Labytnangi,Salekhard,0.0024980823211016518
Lakinsk,Sobinka,0.0006656955243037968
Langepas,Surgut,0.014978331657996275
Lebedyan’,Dankov,0.0025178838755474642
Leningradskaya,Starominskaya,0.0045266354361457786
Leninogorsk,Bavly,0.008446940512523827
Leninsk,Volzhskiy,0.005231668366627192
Leninsk-Kuznetsky,Promyshlennaya,0.006052695220465945
Lensk,Bodaybo,0.038020710475617885
Lermontov,Yessentukskaya,0.0013832759046064995
Lesnoy,Nizhnyaya Tura,0.0004911761587061521
Lesosibirsk,Sosnovoborsk,0.02676038875831603
Lesozavodsk,Luchegorsk,0.013848433502543464
Levoberezhnaya,Konakovo,0.003938350151106505
Levoberezhnyy,Bataysk,0.0021661383046508733
Likino-Dulevo,Orekhovo-Zuyevo,0.0011933586104272019
Linëvo,Bologoye,0.0037297909355420923
Lipetsk,Lebedyan’,0.006705059574537893
Liski,Novovoronezh,0.004598160433648036
Livny,Shchigry,0.009534482586936658
Lobnya,Dmitrov,0.004011977764379858
Lodeynoye Pole,Tikhvin,0.014255292297106963
Lomonosov,Kronshtadt,0.001019281861844027
Losino-Petrovskiy,Monino,0.0003970319761231343
Luchegorsk,Bikin,0.0034704780389179955
Lukhovitsy,Kolomna,0.0031668301550156824
Luzhniki,Kashira,0.00036721661657101567
Lyantor,Nefteyugansk,0.008110879051048521
Lyskovo,Sergach,0.007360065899444476
Lys’va,Chusovoy,0.0024835431333867564
Lytkarino,Dzerzhinskiy,0.0008478719203770308
Lyubertsy,Reutov,0.0010872017764411708
Lyublino,Sovetskaya Gavan’,0.027749106748797464
Lyudinovo,Sukhinichi,0.009552608073267929
Magadan,Okha,0.10177042104216223
Magnitogorsk,Beloretsk,0.008638869248061575
Makhachkala,Buynaksk,0.00514242587281456
Malakhovka,Tomilino,0.0006343877524577242
Malgobek,Mozdok,0.0020447227748925283
Maloyaroslavets,Obninsk,0.0017080203100614518
Manturovo,Semënov,0.014342086877629088
Mariinsk,Sharypovo,0.016138384718311992
Markova,Azov,0.004595345399858657
Marks,Engel’s,0.007094277228581712
Mar’ina Roshcha,Vostochnoe Degunino,0.0009168795053490984
