name,country,subcountry,geonameid,lat,lng
Zarechnyy,Russia,Penza,831165,0.0,0.0
Kochubeyevskoye,Russia,Stavropol'skiy,841006,44.690728,41.824221
Vnukovo,Russia,MO,857689,55.608475,37.2924
Moskovskiy,Russia,Moscow,857690,55.74975,37.542581
Usinsk,Russia,Komi Republic,863061,65.994144,57.55701
Obukhovo,Russia,St.-Petersburg,873901,55.392459,28.243554
Staryy Malgobek,Russia,Ingushetiya,874045,43.509645,44.590188
Zavodoukovsk,Russia,Tjumen,1485357,56.508808,66.539174
Zarinsk,Russia,Altai Krai,1485439,53.706332,84.931488
Zarechnyy,Russia,Sverdlovsk,1485445,0.0,0.0
Yuzhnyy,Russia,Altai Krai,1485627,0.0,0.0
Yuzhnoural’sk,Russia,Chelyabinsk,1485634,49.193252,119.729249
Yurga,Russia,Kemerovo,1485724,55.713557,84.933869
Yeniseysk,Russia,Krasnoyarskiy,1485997,58.453069,92.173769
Yemanzhelinsk,Russia,Chelyabinsk,1486039,54.752147,61.317223
Yekaterinburg,Russia,Sverdlovsk,1486209,56.838011,60.597465
Yashkino,Russia,Kemerovo,1486298,55.871971,85.43759
Yarovoye,Russia,Altai Krai,1486340,52.923446,78.569601
Yalutorovsk,Russia,Tjumen,1486468,56.654689,66.312206
Vorkuta,Russia,Komi Republic,1486910,67.49741,64.061091
Vorgashor,Russia,Komi Republic,1486913,67.582684,63.797022
Verkhnyaya Salda,Russia,Sverdlovsk,1487277,58.046644,60.555999
Verkhnyaya Pyshma,Russia,Sverdlovsk,1487281,56.966958,60.579194
Verkhniy Ufaley,Russia,Chelyabinsk,1487394,56.048721,60.23195
Uzhur,Russia,Krasnoyarskiy,1487882,55.320155,89.844006
Zelenogorsk,Russia,Krasnoyarskiy,1488253,56.113246,94.589006
Uray,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1488429,60.129632,64.803944
Tyumen,Russia,Tjumen,1488754,57.153033,65.534328
Turinsk,Russia,Sverdlovsk,1488933,58.039442,63.698144
Troitsk,Russia,Chelyabinsk,1489246,55.484842,37.305561
Topki,Russia,Kemerovo,1489394,55.276508,85.615223
Tomsk,Russia,Tomsk,1489425,56.48464,84.947649
Toguchin,Russia,Novosibirsk,1489508,55.238013,84.402865
Tobol’sk,Russia,Tjumen,1489530,42.52114,72.25033
Tayshet,Russia,Irkutsk,1489870,55.940502,98.002982
Tayga,Russia,Kemerovo,1489907,56.065138,85.631024
Tavda,Russia,Sverdlovsk,1489962,58.041871,65.272595
Tatarsk,Russia,Novosibirsk,1490003,55.214532,75.97409
Tashtagol,Russia,Kemerovo,1490042,52.763912,87.848309
Tarko-Sale,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1490085,64.911819,77.761055
Tara,Russia,Omsk,1490140,56.901838,74.371981
Talnakh,Russia,Krasnoyarskiy,1490256,0.0,0.0
Tal’menka,Russia,Altai Krai,1490266,49.193252,119.729249
Talitsa,Russia,Sverdlovsk,1490277,57.012293,63.732155
Talitsa,Russia,Sverdlovsk,1490281,57.012293,63.732155
Sysert’,Russia,Sverdlovsk,1490402,56.502281,60.810025
Suzun,Russia,Novosibirsk,1490551,53.789135,82.316124
Surgut,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1490624,61.254035,73.396221
Sukhoy Log,Russia,Sverdlovsk,1490686,56.905431,62.035542
Strezhevoy,Russia,Tomsk,1490796,60.732862,77.604002
Sredneuralsk,Russia,Sverdlovsk,1491159,56.991837,60.477136
Sovetskiy,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1491230,56.296444,44.034885
Sosnovoborsk,Russia,Krasnoyarskiy,1491291,56.120211,93.335434
Slavgorod,Russia,Altai Krai,1491706,52.999375,78.64594
Shushenskoye,Russia,Krasnoyarskiy,1491953,53.329036,91.950573
Shumikha,Russia,Kurgan,1491999,55.228726,63.28571
Sharypovo,Russia,Krasnoyarskiy,1492401,55.53909,89.18016
Shadrinsk,Russia,Kurgan,1492517,56.087042,63.629747
Serov,Russia,Sverdlovsk,1492663,59.605391,60.573588
Sayanogorsk,Russia,Khakasiya,1492893,53.100762,91.412195
Salekhard,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1493197,66.529844,66.614399
Rubtsovsk,Russia,Altai Krai,1493467,51.501207,81.2078
Rezh,Russia,Sverdlovsk,1493648,57.373772,61.391639
Reftinskiy,Russia,Sverdlovsk,1493687,57.091297,61.67442
Promyshlennaya,Russia,Kemerovo,1494091,54.916511,85.637654
Prokop’yevsk,Russia,Kemerovo,1494114,45.799597,17.153618
Poykovskiy,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1494276,60.996562,71.902458
Polysayevo,Russia,Kemerovo,1494456,54.605443,86.280901
Polevskoy,Russia,Sverdlovsk,1494573,56.446499,60.177072
Plast,Russia,Chelyabinsk,1494907,54.363281,60.808399
Osinniki,Russia,Kemerovo,1495974,53.598748,87.337069
Omsk,Russia,Omsk,1496153,54.989342,73.368212
Ob’,Russia,Novosibirsk,1496421,54.994594,82.693758
Nyagan,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1496476,62.145759,65.433654
Noyabrsk,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1496503,63.201801,75.450938
Novyy Urengoy,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1496511,66.083963,76.680974
Novosilikatnyy,Russia,Altai Krai,1496739,0.0,0.0
Novosibirsk,Russia,Novosibirsk,1496747,55.030199,82.92043
Novokuznetsk,Russia,Kemerovo,1496990,53.757547,87.136044
Novoaltaysk,Russia,Altai Krai,1497173,53.412021,83.93107
Norilsk,Russia,Krasnoyarskiy,1497337,69.343985,88.210384
Nizhnyaya Salda,Russia,Sverdlovsk,1497393,58.074855,60.702577
Nizhnevartovsk,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1497543,60.939716,76.569628
Nizhneudinsk,Russia,Irkutsk,1497549,54.901233,99.026387
Nev’yansk,Russia,Sverdlovsk,1497795,34.989675,63.129565
Nefteyugansk,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1497917,61.088212,72.616331
Nazarovo,Russia,Krasnoyarskiy,1497951,56.012345,90.417688
Nadym,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1498087,65.535924,72.531341
Myski,Russia,Kemerovo,1498129,53.712509,87.805747
Minusinsk,Russia,Krasnoyarskiy,1498693,53.710564,91.687268
Miass,Russia,Chelyabinsk,1498894,55.046414,60.108081
Mezhdurechensk,Russia,Kemerovo,1498920,53.686596,88.070372
Megion,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1499053,61.03289,76.102612
Mayma,Russia,Altai Republic,1499163,52.003718,85.89618
Mariinsk,Russia,Kemerovo,1499350,56.206952,87.742263
Linëvo,Russia,Novosibirsk,1500532,58.006931,33.68588
Lesosibirsk,Russia,Krasnoyarskiy,1500607,58.221728,92.503657
Leninsk-Kuznetsky,Russia,Kemerovo,1500665,54.663609,86.162243
Labytnangi,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1500933,66.660595,66.383963
Kyzyl,Russia,Tyva,1500973,51.719086,94.437757
Kyshtym,Russia,Chelyabinsk,1500997,55.707877,60.538949
Kuybyshev,Russia,Novosibirsk,1501141,53.195538,50.101783
Kurtamysh,Russia,Kurgan,1501255,54.910151,64.42799
Kurgan,Russia,Kurgan,1501321,55.441004,65.341118
Kupino,Russia,Novosibirsk,1501365,54.366046,77.297254
Kulunda,Russia,Altai Krai,1501460,52.566112,78.936976
Krasnoyarsk,Russia,Krasnoyarskiy,1502026,56.010563,92.852572
Krasnoural’sk,Russia,Sverdlovsk,1502060,58.35369,60.055961
Krasnotur’insk,Russia,Sverdlovsk,1502061,59.763761,60.193493
Krasnoobsk,Russia,Novosibirsk,1502091,54.921256,82.991208
Korkino,Russia,Chelyabinsk,1502536,54.892493,61.393049
Kopeysk,Russia,Chelyabinsk,1502603,55.116732,61.61797
Yugorsk,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1502725,61.314917,63.331964
Kolpashevo,Russia,Tomsk,1502862,58.311384,82.902679
Kodinsk,Russia,Krasnoyarskiy,1503037,58.603408,99.179703
Kochenëvo,Russia,Novosibirsk,1503082,0.0,0.0
Kiselëvsk,Russia,Kemerovo,1503277,54.006025,86.636679
Kirovgrad,Russia,Sverdlovsk,1503335,57.432415,60.062896
Khanty-Mansiysk,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1503772,61.00318,69.018902
Kemerovo,Russia,Kemerovo,1503901,55.354727,86.088374
Kedrovka,Russia,Kemerovo,1503940,58.176758,59.369217
Kayyerkan,Russia,Krasnoyarskiy,1504139,0.0,0.0
Kataysk,Russia,Kurgan,1504212,56.283235,62.58365
Kasli,Russia,Chelyabinsk,1504251,55.893652,60.765918
Kartaly,Russia,Chelyabinsk,1504317,53.053681,60.647753
Karpinsk,Russia,Sverdlovsk,1504343,59.766534,60.001227
Karasuk,Russia,Novosibirsk,1504489,53.734294,78.042389
Karabash,Russia,Chelyabinsk,1504636,55.490789,60.203042
Kansk,Russia,Krasnoyarskiy,1504682,56.205045,95.705055
Kamyshlov,Russia,Sverdlovsk,1504769,56.846578,62.712288
Kamensk-Ural’skiy,Russia,Sverdlovsk,1504826,56.414927,61.918708
Kamen’-na-Obi,Russia,Altai Krai,1504871,53.791486,81.354558
Kaltan,Russia,Kemerovo,1504972,53.521083,87.27716
Kalachinsk,Russia,Omsk,1505074,55.052608,74.581782
Ivdel’,Russia,Sverdlovsk,1505260,60.697349,60.41729
Iskitim,Russia,Novosibirsk,1505429,54.642582,83.306382
Ishim,Russia,Tjumen,1505453,56.11055,69.479639
Irbit,Russia,Sverdlovsk,1505526,57.683819,63.057664
Ilanskiy,Russia,Krasnoyarskiy,1505933,56.238552,96.065297
Gur’yevsk,Russia,Kemerovo,1506073,52.506509,-8.517583
Gornyak,Russia,Altai Krai,1506260,50.997775,81.464198
Gorno-Altaysk,Russia,Altai Republic,1506271,51.958182,85.960373
Dudinka,Russia,Krasnoyarskiy,1507116,69.403081,86.190854
Divnogorsk,Russia,Krasnoyarskiy,1507379,55.957721,92.380148
Degtyarsk,Russia,Sverdlovsk,1507488,56.698463,60.086674
Chunskiy,Russia,Irkutsk,1507636,56.085967,99.665539
Chernogorsk,Russia,Khakasiya,1508054,53.827013,91.306005
Cherepanovo,Russia,Novosibirsk,1508161,54.228417,83.372201
Chelyabinsk,Russia,Chelyabinsk,1508291,55.159897,61.402554
Chebarkul’,Russia,Chelyabinsk,1508350,54.977785,60.37012
Borovskiy,Russia,Tjumen,1508879,43.861135,18.925042
Borodino,Russia,Krasnoyarskiy,1508943,55.905442,94.902177
Bolotnoye,Russia,Novosibirsk,1509819,55.672001,84.385447
Bogotol,Russia,Krasnoyarskiy,1509852,56.210117,89.531258
